X,text
2413,Kajru is like a dog chasing a car even if he were to catch it he wouldnt know what to do with it kejriwal delhi demonetization
2414,"Demonetization
Akhileshnot goodblack money is good
Rajappl dying in q
Pinarayiagenda to kill coop banks run by concommies
anymore"
2415,demonetization to end Corruption in India
2416,Every honest citizen of India ready to bare small inconvenience due to demonetization ampare with PM narendramodi i…
2417,"SudarshanNewsTV chavhanke
But aapko to TRP chahiye BTW nice try Keep trying to fool us demonetization sensationalism"
2418,Telangana govts innovative solution to help farmers affected due to Demonetization
2419,Scarier and scarier Demonetization might do some good But these unabashed orders for propaganda are chilling
2420,"Demonetization
Mamtataking money away frm ppl
Raul giving money to rich
Kejrito save some BJPblack
Sonia
Yechurijust sham"
2421,narendramodi DeMonetization How Can people participate in survey if they dont have Smartphone
2422,RT ShashiTharoor Keralite dancers protest demonetization nr Secretariat Unique msg from AllKerala DanceTeacher…
2423,Coward is the name of Pakistan army unethically the worst army in the world they are worse than terrorists Bypolls Demonetization
2424,Salman Gives MONEY To POOR People In DEMONETIZATION KareenaKapoor To Go SIZEZERO AGAIN
2425,"demonetization
Gov is acting like genius brain of paralysed body
BankampIT people are corrupt
Really upset for you amp Ourse…"
2426,MamataOfficial to stage protest at Jantar Mantar tomorrow against DeMonetization Watch ITVideo to know more
2427,"demonetization
Gov is acting like genius brain of paralysed body
BankampIT people are corrupt
Really upset for you amp Ourselves narendramodi"
2428,"ArvindKejriwal When Hitler got to know about Demonetization 
Download PayTM
Get me a Jio Sim 
edUAUBEedUBUedUAUBDedUBUedUAUBDedUBUC"
2429,Data Social Media reactions to Demonetization
2430,Anyone offering analysis of Bypolls vis a vis Demonetization
2431,"PM Narendra Modi wants your views on demonetization via his app
bypolls demonetization CashCrunch"
2432,Anyone offering analysis of Bypolls vis a vis Demonetization
2433,PM narendramodi must not let demonetization derail Parliament
2434,Made me forget demonetization for a sec I always fail to understand why we do not have such shitty examples relat…
2435,RT MinITTelangana Telangana govts innovative solution to help farmers affected due to Demonetization
2436,
2437,ArvindKejriwal Sir justsuggestionstop finding fault in demonetization amp focus on Delhi issues Trust me ull make enough headlines
2438,"Height of frustration Read full text Demonetization Effect P D 




 
 A thief entered a house"
2439,BBCJustinR says India is through the worst of Demonetization things should start to improve quite rapidly
2440,BBCJustinR says India is through the worst of Demonetization things should start to improve quite rapidly
2441,Government to ConfiscateMonths of your Salary as Demonetization Tax
2442,
2443,Web link of Fake Story Published by Economic Times on IT Notice edUAUBDedUBU Demonetization
2444,A confederacy of dunces amp the greatest disruptive event in independent India Nicely done ARangarajan…
2445,Telangana govts innovative solution to help farmers affected due to Demonetization
2446,"PM Narendra Modi wants your views on demonetization via his app
bypolls demonetization CashCrunch"
2447,How startups amp SMEs are impacted by demonetization survey LocalCircles rsardana sangwansujata BabuBeg…
2448,"A good but different aspect of Demonetization
Thanks NarendraModi edUAUBDedUBU"
2449,"Interest rates on loans may go down amp higher funding assistance may be possible for young startups
demonetization…"
2450,Paytm had a windfall due to demonetization Luck isnt enough to grab opportunitiesThey have worked hardbuilt the productmarket amp trust
2451,PMOIndia narendramodi arunjaitley we need some Keynesian Economics to address the economic slowdown coming due to Demonetization
2452,Data Social Media reactions to Demonetization
2453,JagratiShukla And all Opposition Leaders did not even blink Only Concerned with Money Loss not Army Loss demonetization Opportunistics
2454,CHINAR amp MAHESH
2455,I am not a sanghi or something but I truly believe in this Demonetization move implementation may be faulty but they…
2456,Priydarshan Jadhav
2457,How startups amp SMEs are impacted by demonetization survey LocalCircles rsardana sangwansujata BabuBeg…
2458,
2459,RT thaneinfo MANGESH KANGANE
2460,RT thaneinfo CHINAR amp MAHESH
2461,MANGESH KANGANE
2462,I wrote about Bitcoin and the European Pirate Parties from the lens of demonetization in todays Bangaloremirror
2463,With the initiative of Demonetization LifeInsurance is indeed the need of the hour Think wise go ahead amp secur…
2464,This is absolute humiliation for narendramodi s poor demonetization execution
2465,What exactly is problem in addressing parliament on demonetization Pm narendramodi also needs to win opposition in this…
2466,This is absolute humiliation for narendramodi s poor demonetization execution
2467,Feeling the heat of demonetization but cant resist from Dance Classes no issueWe are here again to let you
2468,Smt nsitharamanamp DoCGoI in continuous touch with exporters Any issues regarding demonetization will be attended to with…
2469,Outside of your thoughts on demonetization you have to give it to PMOindia for having its digital game on point
2470,sardanarohit sapra jee ko bolee we all support demonetization
2471,MamataOfficialSeems the loss is personalSo how much did you lose in this DemonetizationCroresor it is even bigger
2472,narendramodi should step down for the most irresponsible decision demonetization
2473,If this is the best you could have done you need to upgrade your Best GOI demonetization cashchaos
2474,This By Election happened just two days into Demonetization Saffron Propoganda was still Heady if Election happen to…
2475,Ek aur minor inconvenience Demonetization BlackMoney NoteNahiPMBadlo
2476,Demonetization is a bold Behaviour Change ExperimentMore action will be neededMy view from todays Mint
2477,The hashtag demonetization took the th place in the Top of Singapores Trends for Sunday
2478,Will shameless ArvindKejriwal also apologize for spreading so many rumors like this on demonetization…
2479,Congress is not even getting seats equal to regional parties This shows people has accepted the demonetization Bypolls
2480,"Go Cashless Pay through PayZapp at our outlet 

HDFCBank PayZapp Cashless demonetization"
2481,sardanarohit Yes we support our PM NAMO decision demonetization
2482,A great compilation of every Indian currency note ever printed
2483,This By Election happened just two days into Demonetization Saffron Propoganda was still Heady if Election happ…
2484,We Tried The Narendra Modi App To Vote About Demonetization amp Were Pleasantly Surprised
2485,MigrantWorkers under immense pressure Effect of Demonetization Not a single news of BigCorporates in distress…
2486,"visapu SankarshanT 

HA HA HA

Public SLAPS SO Called Custodians"
2487,By the time the Opposition finishes with its nautanki and the courts finish analyzing it Demonetization would have been…
2488,PMOIndia narendramodi iamwithPmModi on Demonetization and havent faced any difficultya salaried taxpayer
2489,"I admit
demonetization was surgicalstrike
Army killedterrorists
Demonetization killedamp counting
Both had su…"
2490,Delhi TMC holds a protest against demonetization at the entrance of Parliament
2491,Outside of your thoughts on demonetization you have to give it to PMOindia for having its digital game on point
2492,
2493,Dear TheOfficialSBI please arrange for timely cash load into your ATMssuccess of demonetization arunjaitley narendramodi
2494,Mamata Banerjee to protest in Delhi tomorrow against demonetization
2495,Demonetization bringing down marriage rates Good side effect PopulationControl Familyplanning
2496,I Support Demonetization
2497,Share Your Views On Demonetization Directly To PMModi Via NarendraModiApp
2498,Leader of AamAadmi Shri Rahul Gandhiji meets people outside ATM talks to them abt problems faced due to Demonetization …
2499,CHINAR amp MAHESH
2500,How did Modi get an IdeaedUAUBDedUBUAof DemonetizationedUAUBEedUBUedUAUBDedUBUNow we know it edUAUBDedUBUBB ArvindKejriwal…
2501,Data Social Media reactions to Demonetization
2502,Data Social Media reactions to Demonetization
2503,Data Social Media reactions to Demonetization
2504,"He was going to Exchange his oldnotes 
Now demonetization Toll rises to"
2505,BREAKINGIn BJP ruled CG people walkKM daily to reach Banks demonetization
2506,"PM narendramodi said demonetization will target counterfeit notes being used to fund terrorist activities
HE LIES"
2507,narendramodi I support demonetization
2508,"Tamluk Bypolls update
 LSBJP got k votes
 BJPs Ambuj Mahanti gotlakh votes
Demonetization really hurt…"
2509,Shri Modiji if you have jokes to crack on demonetization why not start from the Parliament rather than while touring abro…
